,Date,Timestamp,Piligrims,Tonsures,Hundi,Speciality,Temperature,Condition,Tweets
185,05/07/2022,1656959400.0,73439,34490,4.35,"Punarvasu, Tirupati Sri KRT Pushpayagam",88,Drizzle,"['\n?????????? ???????????? ??????? ??????????? ???? ????????? ??? ??????? ?????????? ????? ????????? ????????????.', '\n??????? ?????? .. ??????? ?????? \n?????? ??????? ????????? \n\nShot on GoPro Hero 7 Black\n\nCredits: @ashwanth_allu', '\n????? ?????????? ????????????? 77,907 ???? ???????. ???????? ?????????? 38,267 ???? ???????.?????????????? 6 ????? ?????? ????? ?????????? ????? ????? ', '\n??????: ?????? ?????? ????? ??.120 ?????? ?????? ????? ???????? ????? ?????. ???? ?? ??.123.76 ?????? ?????????? ???????. ???????? 128 ??????…??????? ?? ??.127.5 ??????. ???? ??.130.5 ?????? ????????? ?????????? ???????. ?????? ????? ??.500 ?????? ????? ???????? ????? ?????']"
186,06/07/2022,1657045800.0,76418,38629,4.73,normal,81,Light intensity drizzle,"['', '', '\n??????: 31 ???????????????? ????????? ???????. ?????????????? 9 ???? ????.  ????? ?????????? ????????????? 73,439 ???? ???????. ???????? ?????????? 34,490 ???? ???????. ????? ????? 4.35 ??????.']"
187,07/07/2022,1657132200.0,75407,35535,4.56,normal,82,Overcast clouds,"['\n??????: ?????????????????? ?????. ??????? ???? ??????????? ???? ?????????????????? ????????? ?????? ????? ???? ????. ?????????????? 15 ??.? ????. ????? ?????????? ????????????? 76,418 ???? ???????. ???????? ?????????? 38,629 ???? ???????. ????? ????? ??.4.73 ??????']"
188,08/07/2022,1657218600.0,73016,37068,4.09,Tirumala Sri TT Pavitrotsavam begins,84,Overcast clouds,['\nIrina Kubinschi and \n@Lilia_Olefir\n presented on behalf of Smoke Free Partnership the key policy recommendations on the revision of the ']
189,09/07/2022,1657305000.0,87478,48692,4.53,Vamana Jayanthi,84,Overcast clouds,['\n??????? ??????? \n@V_Senthilbalaji\n ? ???? ']
190,10/07/2022,1657391400.0,89013,37698,4.39,normal,84,Overcast clouds,[]
191,11/07/2022,1657477800.0,62141,33880,5.58,"Narayanavanam Sri KVS Float Ends, Karteeka Jwala Thoranam",86,Overcast clouds,[]
192,12/07/2022,1657564200.0,74212,25920,5.05,"Tirumala Sri Tr Karteeka Deepotsavam, Krittika, Sri Datta Jayanthi",86,Broken clouds,[]
193,13/07/2022,1657650600.0,71289,33210,3.71,"Guru Purnima, Vyasa Purnima",88,Broken clouds,['\n??????: ???????? ??????????? ??????. ???? ????????? ???????? ????? ??????. ????? ?????????? ?????? ???? ????? ??????????? ????? ??????????? ???????????? ??????. ???????? ????? ??????????? ????? ????????. ??? ???????????? ????? ????????? ?????? ??????????? ??????. ']
194,14/07/2022,1657737000.0,74304,31880,5.45,normal,90,Partly cloudy,[]
195,15/07/2022,1657823400.0,72195,35967,4.24,Sravanam. Appalayagunta Sri PVS Pushpayagam,91,Light rain,['\ntirumala.balaji \n\n---']
196,16/07/2022,1657909800.0,84885,41211,4.35,normal,90,Moderate rain,[]
197,17/07/2022,1657996200.0,73387,33965,4.68," Anivara Asthanam, Dakshinayanam Begins, Tirumala Sri T.T. Pushpa Pallaki",90,Broken clouds,"['\n????????????? ????\u200c????, ?????? ?\u200c??? ????\u200c?\u200c?\u200c?\u200c???\u200c ?????????? ?\u200c???\u200c?? ', '\n ']"
198,18/07/2022,1658082600.0,77273,35893,4.5,normal,88,Moderate rain,[]
199,19/07/2022,1658169000.0,74503,30884,4.42,normal,88,Broken clouds,"['\nTirumala Special Entry Darshan Tickets under Virtual Seva Category for the month of September will be released for booking on 21st July @ 11 AM.\n\n ', '\n???????? ???????????? ?????? ?????, ???????? ?????????????? 8 ???? ????, ????? ?????????? ????????????? 77,273 ???? ???????, ???????? ?????????? 35,893 ???? ???????, ????? ????? ??.4.5 ??????']"
200,20/07/2022,1658255400.0,76821,34732,4.78,normal,90,Moderate rain,"['\nIn frame : watercolour painting of Sri Tiruchanoor Padmavathi Ammavaru, Tiruchanoor, Tirupati, Andhra Pradesh \n\nCredits: \n@poojagnanendra']"
201,21/07/2022,1658341800.0,71437,31315,4.43,normal,90,Clear sky,"['\n???????? ?????? ?????????... ? ????, ? ????????!\n@ysjagan\n @yvsubbareddymp\n @TTDevasthanams\n ', '\n??????: ???? ?????????? ???????? ?????????? ???????? ???? ??????????? ?????? ?????????? ??????']"
202,22/07/2022,1658428200.0,71395,32533,4.83,normal,88,Broken clouds,"['\nAutomated\nI publicly protest this.\n  Tirumala Devasthanam and Andhra Pradesh Government\n should take immediate notice.  This kind of behavior will not be tolerated.\n@ysjagan\n  @ncbn\n  @TTD\n @svbcttd\n \n@AndhraPradeshCM', '\n???????? 31 ???????????????? ????????? ???????, ???????? ?????????????? 12 ???? ????, ????? ?????????? ????????????? 71,437 ???? ???????, ???????? ?????????? 31,315 ???? ???????, ????? ????? ??.4.43 ??????']"
203,23/07/2022,1658514600.0,78479,37521,3.76,"Ads Krittika, Tirupati Sri KRT Pavitrotsavam Begins",90,Few clouds,[]
204,24/07/2022,1658601000.0,80815,31562,4.82,"Ekadasi, Rohini",88,Heavy rain in places,"['\nAutomated', '\nWhat happens if ']"
205,25/07/2022,1658687400.0,72873,32641,5.12,normal,82,Moderate rain,[]
206,26/07/2022,1658773800.0,68982,29092,4.6,"Masa Shivratri, Tirupati Sri KRT Pavitrotsavam Ends",86,Thunderstorm with rain,['\nAutomated\nIf the security guard of Tirumala Devasthan \n@TTDevasthanams\n is clearly saying that the statue of ']
207,27/07/2022,1658860200.0,73375,31117,4.71,Punarvasu,86,Clear sky,"['\nPresent Climate in Tirumala \n\nCredits: @hussain__ride', '\nAutomated\nIf ', '\n??????: ????? ?????????? ????????????? 18 ???????????????? ????????? ???????…?????????????? 8 ???? ????..????? ?????????? ????????????? 68,982 ???? ???????…???????? ?????????? 29,092 ???? ???????…????? ????? ??.4.6 ??????']"
208,28/07/2022,1658946600.0,67364,25058,4.21,Amavasya,88,Light rain,"['\n?????? ?? ????????? ???????? ??????? ?????? ??????! ', '', '\nChief Minister ', '\n?????? ???? ???????\n\n?????????????? ????? 9 ????? ???? ????????, VIP ???????? ?????', '\nAnticipating heavy rush during the ensuing ', '\n??????: ?????? ????????? ??? ???.. ?????? ????????? ?????? ????????? ?????? ?????????...??????? ?????????? ?????? ??????????? ???????...????????? ????????? ???????? ??????... 140 ???? ????????? ?????????? ??????... ??????? ????????? ???????????? ??????? ???????']"
209,29/07/2022,1659033000.0,58747,28496,3.79,normal,90,Partly cloudy,[]
210,30/07/2022,1659119400.0,77541,39533,3.87,normal,91,Few clouds,[]
211,31/07/2022,1659205800.0,81287,34436,3.83,normal,91,Broken clouds,"['\nThis morning Akhila Bharata Gau Seva Foundation started Padayatra to Tirumala Tirupati from TTD Himatnagar. Participated in that for some time.\n\nSave Gau Matha! Save Indian Culture!\n8\n19\nGoTirupati\n@GoTirupati\n·', ""\nThe Rs.300 SED tickets for August 07 to 10 will be released on the TTD website on August 2 at 9am.\n\nFurther, the senior citizens and physically handicapped pilgrims quota is blocked on August 9 and 10 in connection with the annual Pavithrotsavams in Tirumala.\n2\n41\n170\nsecondz\n@secondz_app\nHR & Training Teams, tired of spending time explaining company tools to new hires\nStruggling to answer questions\n\nImprove with secondz - a FREE Chrome extension\n\nQuickly create and share interactive guides, and you can answer.\n Track your viewers' progress with ease.\nsecondz.io\nGET FREE Chrome extesion, secondz.\n4\n14\n39\n174.4K\nPromoted""]"
212,01/08/2022,1659292200.0,71450,31320,5.0,normal,91,Broken clouds,"['\nWhat’s known doesn’t need to be said ', '\n??????? ???????? ?????? ????????? ????? ???????? ??????? ???????...\n????????? ???????? ?????? ', '\nAutomated\nExecutive Officer of Tirupati Devasthan \n@TTDevasthanams\n Shri.  A.V.Dharma Reddy said statues and pictures of ', '']"
213,02/08/2022,1659378600.0,72067,27581,4.3,Ratha Sapthami,84,Moderate rain,"['\nPournami Garuda seva\n\n??????? ??????? ???? ???\n\n  ????????? ???????????? ???????????????  ???????? ???????????????????? ?? ??????????? ????????? ??????? ??????? ????????? ???????? ????????????. ???\u200c?\u200c????  ?????? ???? ??????? ????????. ', '\n??????????? ?????????? ????? ??????? ??????? ???????? ????????!']"
214,03/08/2022,1659465000.0,69628,32604,4.11,normal,84,Light rain,[]
215,04/08/2022,1659551400.0,62351,31473,4.99,normal,82,Moderate rain,"['\n??????????????? ???????? ??????? ?????? ????? ?????? ???????? !\n\n?????? ???? ?????? ,?????????  ????????? ???? ?????????\n\n?????? ???????  ???????? ??????????????\n\n??????? ???????? ???????? ????????? : ??????  ???????  \n@yvsubbareddymp', '\n????????? ?????? ????????? ?????? ', '\n????????? ?????? ????????? ??????!\n@ysjagan\n @yvsubbareddymp\n @TTDevasthanams\n ', '\n??????: 10 ????????\u200c???????? ????????? ???????, ???????? ?????????????? 8 ???? ????, ????? ?????????? ????????????? 69,628  ???? ???????, ???????? ?????????? 32,604 ???? ???????, ????? ????? ??.4.11 ??????']"
216,05/08/2022,1659637800.0,65939,32894,3.77,normal,82,Moderate rain,"['\n????????? ?????? ????????? ??????!', '\n??????: 28 ???????????????? ????????? ???????, ???????? ?????????????? 13 ???? ????, ????? ?????????? ????????????? 62,351 ???? ???????, ???????? ?????????? 31,473 ???? ???????, ????? ????? 4.99 ??????']"
217,06/08/2022,1659724200.0,79525,39545,4.04,normal,82,Broken clouds,['\n???????..  ?????????? ???????\n???:    ???????? ??????? ????????\n????:    ???????\n????:     ???????? ???????? ???????   \n?????????: ???????? ???????? ???????']
218,07/08/2022,1659810600.0,74830,39405,4.79,normal,84,Light intensity drizzle,"['\n??? ?????????? ???????? ??? ??????\u200c, ??? ?????? ?????????? ??????????\u200c ???????? ????? ???????????????? ???? ???? ???? ????????!!\n\n`` ???? ???????? ???? ???????``\n\nCredits: \n@girizoom', '\n???????? ???????? ?????. ??????????? ??????? ????.\n????? ?????? ??????? ???????? ???? ???? ?????? ????.\n????? ? ???? ?????? ??? ???? ??????? ??????????.']"
219,08/08/2022,1659897000.0,64425,29476,4.55,Ekadasi,86,Moderate rain,[]
220,09/08/2022,1659983400.0,77277,31272,4.36,"Sravanam, Tirupati Sri GT Pavitrotsavam Ends",86,Broken clouds,"['\n???????? ?????? ?????????????? ???????? ??????.', '\n???????? ?????? ?????????????? ???????? ??????.', '\n???????? ?????? ?????????????? ?????????????? ????????.']"
221,10/08/2022,1660069800.0,74497,36244,5.15,normal,90,Broken clouds,"['\n????\u200c???? ??\u200c???? ???????????? ??????? ??????????????.', '\n???????? ?????? ??????? ????? ?????????.', '\n?????? ???????? ?????? ??????? ????????????? ????????? ???\u200c?\u200c???? ??????? ?????? ?????? ????????. ? ???????????? ?????? ??? ???? ???.?\u200c?????????? ???\u200c???? ????????????.\n.\n.\n.\n.']"
222,11/08/2022,1660156200.0,63754,30790,3.63,"Sri KT Annabhishekam, Rudrapadalu Mukkoti, Purnima, Chandra Grahanam",91,Few clouds,['\nArrangements for Bhoomi Puja of Srivari temple at Mumbai under way. Temple is coming up in a sprawling 10 acres area at ulwe. ']
223,12/08/2022,1660242600.0,64079,32852,3.52," Purnima, Tirupati Sri KT Mukkoti, Rohini",91,Partly cloudy,"['\n???????? ????\u200c???? ??\u200c???? ?????\u200c?\u200c ??????? ???????.', '\n????? ??????? ?????.. ???????? ???????????\n\n???????? ???????? ?????, ????????? ??????????? ????????? ???????????? ?\u200c???????? ?\u200c?????\u200c?? ???????????? ??????? \n@TTDevasthanams\n. ???????? ??? ????\u200c?\u200c?? ?????\u200c?? ??? ?????????? ?????? ????????????.\n@ysjagan\n @yvsubbareddymp\n ']"
224,13/08/2022,1660329000.0,83422,50100,4.27,normal,91,Broken clouds,"['', '\n?????? ????????? ???? ??????? \n??????????? ?????? ??????? ??? ????????????.?????? ??????? ??.?? ???????????? , ??? ??????????? ?????????? ???? ????????? ???????????????, ??? ???? ???? ????? ?????? ?????? ?????? ????? ??????\n- ??. ???????????????? ', '\n??????????? ?????? ??????? ?? ????? ????????? ?????? ?????? ?????????????????.', '\n???? ????? ?? ????????..TTD ???? ????????? ????????? ??????. ?????? ??????? ?????? ???????? ?????? ????????????? ??????. ? ??? ????? ?????? ???? ? ?????? ???????? ??????. ???????? ?????????????? ?? ?????? ???? ?????????? ???? ???????..!', '\n????? ????? ?????? ????????????? ??????????. ???? ????????? ?????? ?????? ????? ???????????. ??????? ?????? ??????????. ???????? ?????? ????????? ??????????? ??????  ??????????? ????????????? ?????? ??.100 ????? ????? ????? ???????.']"
225,14/08/2022,1660415400.0,92328,52969,4.36,normal,91,Broken clouds,"['\n????????????? : ??? ???? ???? ???????? ???? ???????????.. ????? ????????? ???? ?????????? ', '']"
226,15/08/2022,1660501800.0,87692,36832,5.3,Independence Day,90,Light rain,[]
227,16/08/2022,1660588200.0,72851,34404,4.73,normal,91,Light intensity shower rain,"['', '', '\n?????????? ???? ?????????? ????????????? ????? ??????\n\n– ????? ????????? ????????\n\n.\n.\n.', '\n????? ????? ???? ???? ??? ????..  ']"
228,17/08/2022,1660674600.0,83880,38710,5.86,normal,95,Broken clouds,"['\n?????? ????????? ???? ???????..??????????? ?????? ??????? ??? ????????????, ?????? ??????? ??.?? ????????????,??? ??????????? ??????????\n\n??????????? ?????? ??????? ???????? ??? ????????????.\n\n- ??.????????????????, ???? ?????? ???????, ???? ??????? ???? ']"
229,18/08/2022,1660761000.0,70674,35930,4.53,normal,91,Broken clouds,"['\n??????:??????? ???????? ??? ???????? ??????. ? ??? 21? ????? ??? ??????? ???????????? ?????????..?????????? ????,???????? ??????? ???????.. ????? ???????? ???????? ??? ?????????? ?????. ??? ???????????? ?????????? 10 ?????? ????? ?????? ?????????????? ?????????? ?????????.', '\n???????? ????????? ?????????? ???? \n?????? ??????? ??????????', '\nYSRCP is Spoiling Tirumala. ', '\n???????? ????????? ???????... ?????? ??????? ??????????? ?????... ', '\n??????: ???? ???\u200c????\u200c?? ????????\u200c ????? ?????????? ??.300 ???????? ?????? ????? ????????? ?????? ???????? ??????.. ????????????? ?????? ????? ????? ???????? ??????  25 ??? ??????? ???????? ?????? ???????? ??????']"
230,19/08/2022,1660847400.0,64438,34361,4.53,"Gokulastami, Krittika, Sri Krishnashtami",91,Broken clouds,[]
231,20/08/2022,1660933800.0,79836,35916,4.56,Rohini,91,Broken clouds,['\n?????????????? ?????????????? ?????? ????? ????????? ???????? ?????????????? ????? ????????????? ????????? ???????????? ???????? ????????????. \n.\n@nellorerockss\n @VPR_Official_\n ']
232,21/08/2022,1661020200.0,81523,37100,4.65,normal,90,Thunderstorm with heavy rain,[]
233,22/08/2022,1661106600.0,72804,39142,4.82,normal,93,Light rain,"['\nGood luck to our Varsity, JV and Freshman teams!! Cheers to your first day of practice of the 2022 season!! \n-Shen Booster Club ', '\n?????????? ???????? ????????? ??????????..???????? ??????? ?????? ?????? ????? ????????? ????????? ??????????\n\n-???? ?????? ?????? ????? ?????', '\n??????: ?????????? ????????????? ???? ?????? ?????? ????? ?????..?????????? ???????? ????????? ??????????..???????? ??????? ?????? ?????? ????? ????????? ????????? ??????????-????? ?????', '\n??????:7 ???????????????? ????????? ???????….?????????????? 8 ???? ????..????? ?????????? ????????????? 81,523  ???? ???????….???????? ?????????? 37,100 ???? ???????….????? ????? ??. 4.65 ??????']"
234,23/08/2022,1661193000.0,68467,35506,4.67,Ekadasi,95,Partly cloudy,[]
235,24/08/2022,1661279400.0,74748,39086,4.45,Punarvasu,86,Heavy rain in places,[]
236,25/08/2022,1661365800.0,68128,34021,4.44,Masa Shivratri,88,Thunderstorm with rain,[]
237,26/08/2022,1661452200.0,69012,29195,4.59,normal,90,Thunderstorm with rain,[]
238,27/08/2022,1661538600.0,80312,29538,5.14,Amavasya,88,Broken clouds,"['\nTTD \u2060\nTeka Teki Doran\u2060\n\u2060\nHayo Sobat Doran bisa jawab teka-teki dari Mindo nggak? \u2060\nYuk, buat yang bisa langsung aja tulis jawaban kamu di bawah! \u2060\n\u2060']"
239,28/08/2022,1661625000.0,74297,27317,3.96,normal,88,Thunderstorm with rain,"['\nSome best tirumala tirupati vintage collections \n\nCredits: p.v.n.r_24', '\n??????? ??????? ????? -??????????,  ??????']"
240,29/08/2022,1661711400.0,67950,31407,4.74,Balarama Jayanthi,84,Thunderstorm with rain,[]
241,30/08/2022,1661797800.0,64336,25487,4.35,Sri Varaha Jayanthi,86,Light rain,[]
242,31/08/2022,1661884200.0,66086,27305,3.72,Vinayaka Chavithi,84,Light rain,"[""\nSomething doesn't sound right here - Can't imagine TTD being able to openly discuss and execute this in the kind of hostile environment. They can't even have a board of their choice or keep Tirumala free.\n\nMust be tracked - might be a camouflage to achieve the exact opposite.\nTimes Algebra\n@TimesAlgebraIND\n·"", '\nHUGE :- Tirumala Tirupati Devasthanams (TTD) will fund construction of 1342 Hindu temples all over Andhra Pradesh to stop conversions and promote Sanatan Dharma.\n\nTemples will come up predominantly in areas more prone to conversions Follow our handle for more news.\nShow this thread\n15\n92\n427\nTimes Algebra\n@TimesAlgebraIND\n·', '\nHUGE :- Tirumala Tirupati Devasthanams (TTD) will fund construction of 1342 Hindu temples all over Andhra Pradesh to stop conversions and promote Sanatan Dharma.\n\nTemples will come up predominantly in areas more prone to conversions Follow our handle for more news.\n103\n2,219\n8,966\nShow this thread\nGRT JEWELLERS\n@GRTJewellers\nBring Home Prosperity this Ugadi with GRT. \n\nShop Now to Avail some Exciting Offers this Festive Season.', '\nAndhra Pradesh News\n\nTirumala Tirupati Devasthanams (TTD) has decided to promote construction of 1342 Hindu temples to promote religion & prevent conversions.\n69\n1,720\n9,223\nShow this thread']"
243,01/09/2022,1661970600.0,63332,26656,2.86,normal,81,Light rain,"[""\nWhat a Normal Devotee sees Vs what a Historian sees @ Alipiri Rajagopuram\n\n????? ??????????? ????????? ? ??????? ?????????? ????? ?????? ?????????, ???? ?????? ? ???? ???????? ??????? ??????????? '?????-??????' ????? 20 ????? ????????????"", '\n??????: 2 ???????????????? ????????? ???????, ???????? ?????????????? 5 ???? ????, ????? ?????????? ????????????? 66,086 ???? ???????, ???????? ?????????? 27,305 ???? ???????, ????? ????? ??.3.72 ??????']"
244,02/09/2022,1662057000.0,67525,31484,4.24,Krittika,84,Few clouds,[]
245,03/09/2022,1662143400.0,79833,36074,4.73,Krittika,88,Broken clouds,[]
246,04/09/2022,1662229800.0,71158,27968,3.73,Punarvasu,86,Moderate rain,"['\n?????? ???? ??????\n?????? ???? ??\n\n???????, ???????']"
247,05/09/2022,1662316200.0,67843,31817,3.88,normal,91,Few clouds,"['\nA devotee was made to wait for 14 years for Vastralankar Puja \n\nThis is expected to happen after the Government takes over the temples.\n\nConsumer Court orders Tirumala Tirupati Devasthanam to pay Rs 50 lakh compensation to the devotee\n\nhttps://sanatanprabhat.org/english/62908.html… ', '\n????? ??? ???????? ?????? ? ?????? ????.. ', '\nSee how the drama queen \n@archanagautamm\n attacked the TTD employees ', '\n???? ??? ?????? ?????\u200c ??????? ???????? ??????...', '\nTTD appeals to the devotees not to believe in baseless and ruthless allegations on social media against \n@TTDevasthanams\n ', '\n?????? ?????\u200c ?? ??.300 ??????\u200c ?????? ?????.. ????? ???????????? ?????????????????.. ???????\u200c ??? ??????????? ???? ??????.. ????? ??.300 ??????\u200c ??????.. ??????\u200c ?????? ??????? ???? ???????.. ????? ?????????? ??.10.500 ???????????? ???????-??????', '\n??????: ???? ??? ?????? ?????\u200c ??????? ???????? ??????.. ?????? ???? ?????? ????? ???????? ???????-??????', '\n?????? ??????? ?????? !                                         \n\n?????? ????????\u200c?? ?\u200c?? ????\u200c?? ???\u200c?? ????.. ????? ???????? ??????? ??????? \n\n??????\u200c? ????\u200c?\u200c?\u200c?? ????????\u200c???? ?\u200c?????? ????????\n\n- ?????? ???\u200c?\u200c & ????????? ', '\n?????? ??????? ??????                                                  \n\n?????? ????????\u200c?? ?\u200c?? ????\u200c?? ???\u200c?? ???? ???\u200c??? ?\u200c???\n\n??????\u200c? ????\u200c?\u200c?\u200c?? ????????\u200c???? ?\u200c?????? ????????\n\n- ?????? ???\u200c?\u200c ', '\nReplying to \n@archanagautamm\n and \n@INCIndia\n??? ?????? ????? ????? ?? ??????? ???????? ????? ?? ?????? ?????? ???? ???????? ????? ????? ????? ???????.., ?????? ?????? ??????? ???????? ?????? ?????????. ?????? ??? ?????? ????????????.  ?????? ???????????? ??? ???????? ????? ?????? ???????.', '\n???????:???????? ???????????? ?????????? ??????????? ????? ???????? ??????? ??????? ??????... ?????, ?????? ??????, ????? ??????? ???????. ?????? ???????? ???????? ????? ???? ???????? ????...????????? ???? ?????? ?????? ?????? ??????? ???????????-??????? ??????']"
248,06/09/2022,1662402600.0,69115,31762,4.93,Tirupati Sri Govindaraja Swamy Temple Garuda Seva,86,Thunderstorm with rain,[]
249,07/09/2022,1662489000.0,65470,29899,3.84,Tirupati Sri G.T. Jyestabhishekam Begins. Tirupati Sri K.T. Pavitrotsavam Begins,81,Thunderstorm with rain,"['\nProud of every  $APE WORLDWIDE ! We are Not going anywhere.I will ', '', '\n??????:?????????? ????????????? ?????? ??? ?????????? ???? ????????.. ????? ????? ??? ????????? ??????... 900 ??.?? ??? ???????…15 ??? ??.?? ???? ??????? ????????? ??????...???????? ???????? ???????? ?????? ????????? ??????? ???? ????-???? ????????']"
250,08/09/2022,1662575400.0,60946,28638,3.75,Karvetinagaram Sri VGS Float Begins,81,Light intensity drizzle,"['', '\n?????? ??????? ???? ??.??.???????????? ??????  ???? ?????? ???????? ?????? ??????? ??????????? ???? ????????????? ?????????  ??????? ???????   432 ????? ?????? ?????? ?????????? ?? ??????????  ????????. ', '\nMet Padmashri Brahmanandam garu today at their house. Grateful for the heartwarming gift, a hand made Lord Venkateswara portrait, made by the comedy legend himself.']"
251,09/09/2022,1662661800.0,64292,30641,3.72,Ananta Padmanabha Vratham,82,Light rain,"['\n12PM ki Q lo ki vasthe 4PM ki compartment lo vesaru till now food ye ledhu  \nChinna chinna pillalu vunnaru ra \nDown down TTD ani gola gola chesthunnaru \nWorst maintenance  \nNever seen this type of situations here ', '\nThe Merge Transition\n\nHere is our quick video on ']"
252,10/09/2022,1662748200.0,80741,41494,4.22,Purmima,84,Heavy rain in places,"['\n?????????? 27 ????? ???????? 6 ???? ???????? ?????????? ???????? ??????????????? ?????? ??????? ??????????????? \n@TTDevasthanams\n ?????????? ??????? ???????. ???????? ? ??????? ???????? ??????? ????????? ???????? ????? ?????? ???????????????.\n@ysjagan\n @yvsubbareddymp\n ', '\n????? ??????? ????? ????????? ?????? ??????????????? ?????? ??????? ??? ?????? ???????????. ? ????? ????\u200c????\u200c?? ???????? ??????????????? ????????????.', '\n??????:??????? ?????? ?????.. ??????? ???? ??????????? ???? ?????????????????? ?????, ???????? ????? ????? ???? ?????? ????..?????????????? 24 ???? ????...????? ?????????? ????????????? 64,292 ???? ???????..???????? ?????????? 30,641 ???? ???????…????? ????? ??.3.72 ??????']"
253,11/09/2022,1662834600.0,86793,30254,4.47,Krittika,86,Broken clouds,"['\n??????: ???????????? ?????? ?????....????? ????? ???? ???? ???? ?????? ????????? ???????…?????????????? 24 ???? ????...????? ?????????? ????????????? 80,741 ???? ???????…???????? ?????????? 41,494 ???? ???????….????? ????? ??.4.22 ??????']"
254,12/09/2022,1662921000.0,74231,33591,5.14,normal,88,Light rain,[]
255,13/09/2022,1663007400.0,75175,31979,4.05,Vundralla Tadde,90,Broken clouds,"['\n??????: 29 ???????????????? ????????? ???????… ???????? ?????????????? 14 ???? ????, ????? ?????????? ????????????? 74,231 ???? ???????… ???????? ?????????? 33,591 ???? ???????… ????? ????? ??. 5.14 ??????']"
256,14/09/2022,1663093800.0,65634,31419,4.0,Maha Bharani,88,Light rain,"['\n|| Om namo venkatesaya ||', '\n??????: 29 ???????????????? ????????? ???????… ???????? ?????????????? 12 ???? ????, ????? ?????????? ????????????? 75,175 ???? ???????, ???????? ?????????? 31,979 ???? ???????, ????? ????? ??.4.05 ??????']"
257,15/09/2022,1663180200.0,60946,28638,4.43,normal,88,Broken clouds,[]
258,16/09/2022,1663266600.0,67425,32693,4.86,Krittika,88,Few clouds,"['', '\n???????? 1.5 ?????? ?????? ?????? ?????? ??????..', '\n???????? ??????????? ?????? ?????? ?????? ???????? ?????? ?????? ???????? ?????? ????????????. ?????? ????? ???????? ????? ??? ??????? ?????????, ????? ????????? ?????????. ? ????????? ?????? ?????? ?????????? ?1.5 ????? ?????? ?????????. ', '']"
259,17/09/2022,1663353000.0,82392,41800,4.59,Rohini,90,Broken clouds,[]
260,18/09/2022,1663439400.0,88924,34282,3.72,Sukra Moudhyam Begins,90,Broken clouds,[]
261,19/09/2022,1663525800.0,67276,31140,5.71,normal,90,Broken clouds,"['\nToday, in Tirupati Court, Dr. Subramanian \n@Swamy39\n had appeared for ']"
262,20/09/2022,1663612200.0,73186,27365,4.6,Punarvasu,90,Broken clouds,"['', '']"
263,21/09/2022,1663698600.0,74817,33350,2.97,Ekadasi,91,Clear sky,"['\n?????? ???? ???????????????? ???? ??????? ??????????????? ?????, ??????? ????? ????? ?????????????? ?????????????????? ??????????? ????? ???? ?????? ?????? ????? ???????? ?????? ??????? \n@yvsubbareddymp\n ????']"
264,22/09/2022,1663785000.0,65187,27877,5.37,normal,90,Broken clouds,"['\n??????: ???? ??? ???? ?? ???????? ??? ??????????? ???????? ??????.. ????????????? ??????? ???????? 1 ????? 5? ???? ????? ??????? ??????? ???????? ??????..24? ?????? ????????? ???????...??.100 ??????? ????????? ???? ???????, ??.33 ????? ??????? ????? ???? ?????? ????????']"
265,23/09/2022,1663871400.0,65158,28416,4.44,normal,91,Broken clouds,[]
266,24/09/2022,1663957800.0,69650,20409,4.51,Masa Shivratri,93,Broken clouds,"['', '\n?????? ??????? ???????? ??????????????? ???? ??????\n\n? ???27? ?????? ?????? ?????????????? ????????????? ??????????? ????? ???? ????', '\n??????: ??????? ?????? ????????? ???????.. ??? ???? ?????????..  ?????? ???????? ?????????? ?????? ?????.. ???????? 960 ???????.. ???? ????? ??.85700 ??????.. ????????????? ?????? ?????????? ???????? ????????? ???????? ????-?????? ??????? ???? ????????????', '', '\n??????? ???????? ??????????????? ?????????.\n@ysjagan\n @AndhraPradeshCM\n @yvsubbareddymp\n @TTDevasthanams', '\n??????: ???? ?????? ????????? ???????..??.100 ????? ??????? ???? ???????,??.33 ????? ??????? ???? ???? ???????????? ????? ????????? ?????????.. ?????????? ???????? ???????? ???????.. ???????? ???? ?????? ????????? ????? ???? ??????? ??????? ??????????? ??????']"
267,25/09/2022,1664044200.0,52682,15805,5.57,"Mahalayam Ends, Amavasya",90,Heavy rain in places,"['\n?????? ??????? ???????? ?????????????? ????????? ????????  ?????? ?????? ??????? ????????? ????? ????? ????????? ????????????? ???? ??????????? ????? ???? ????\n\n28? ???????? ??????? ????? ??????????????? ????', '\n???????? ????????????? ????????? ???? ??????????.\n@ysjagan\n @AndhraPradeshCM\n@TTDevasthanams\n @yvsubbareddymp', '\n?????? ??????? ???????? ????????????? ?????????.\n@ysjagan\n @AndhraPradeshCM\n@yvsubbareddymp\n @TTDevasthanams']"
