,Date,Timestamp,Piligrims,Tonsures,Hundi,Speciality,Temperature,Condition,Tweets
346,13/12/2022,1670869800.0,63214,23147,5.5,normal,81,Moderate rain,"['\nCoaches change, Players graduate, But The Numbers, The Numbers Live Forever!!! ', '\nSri Sri Sri VishwaVallabha Tirtha Swamiji of  Sri Sode Vadiraja Matha, Udupi offered prayers in the hill temple of Lord Venkateswara on Monday.', '\n ', '\nAndhra News: ?????? ??? ????????????? ???? ?????.. ???????', '\nAndhra News: ?????? ??? ????????????? ???? ?????.. ???????', '\nTirumala Srivari Annaprasadam\n\nCredits: @foodie_alaia ', '\n??? ???? ?? ??????? ?????? ??????? ???? ????? ?????????\n\n????????? ???????? ??????\n\n?????? ?????? ???????? ???? ???????? ?????? ?????? ??????? ?? ??????\n\n??????? ????????? ???? ?????? ?????? ???????????? ?????? ????????']"
347,14/12/2022,1670956200.0,59752,26000,3.65,normal,81,Few clouds,[]
348,15/12/2022,1671042600.0,48928,23322,3.63,normal,79,Clear sky,"['\nAccompanied by his daughter \n@ash_rajinikanth\n, actor \n@rajinikanth\n on Thursday participated in Suprabhata seva at Sri Venkateswara temple atop Tirumala.', '\n????????????? ????? ?????? ?????? ?????? ???????, ?????? ????????, ????????? ???????.... ??????? ??????.... ??????,  ???????, ??????????? ???? ?????????? ?????? ??????? ???? \n\n?? ????????? ?????????? ?????? ?????? headlines ????????']"
349,16/12/2022,1671129000.0,61731,30254,3.61,Dhanurmasam Begins 6-12 pm,81,Partly cloudy,"['\n??????:22? ????????? ???????? ?????? ???????????????.. 22? ???? ????? ????? 15? ???? ???? ???????? ?????? ??????????????? ?????????????? ??????', '\n??????:14 ???????????????? ????????? ???????.. ?????? ???? ?????? ??????????????  18 ???? ????.. ????? ?????????? ????????????? 63,549 ???? ???????…. ???????? ?????????? 23,919 ???? ???????…????? ????? ??.4.13 ??????']"
350,17/12/2022,1671215400.0,64107,30482,3.79,normal,81,Clear sky,['\n??????: ???? ????? ???????? ?????? ???????? ???? ????????..????????? ??????? ???????????? ???????????? ??????????.. ????? 14 ? ???? ???? ???????? ????? ????? ????? ??????...?????? ????? ????? ???????????????????? ??????? ????????? ???????????? ?????????????? ??????']
351,18/12/2022,1671301800.0,75611,29228,3.55,normal,79,Heavy rain in places,[]
352,19/12/2022,1671388200.0,63759,30102,3.4,Ekadasi,77,Clear sky,"['\nDuring Dhanurmasam, Suprabatham Seva will be cancelled at Tirumala and Tiruppavai Pasuras will be recited. Check out this link to listen to 30 pasuras.\n\nhttps://tirupatitirumalainfo.com/tiruppavai-pasuras/?utm_source=twitter…']"
353,20/12/2022,1671474600.0,63366,24494,5.3,normal,77,Clear sky,[]
354,21/12/2022,1671561000.0,68469,27025,4.14,normal,79,Broken clouds,['\nAndhra News: ?????? ??? ??????????? ???????? ????']
355,22/12/2022,1671647400.0,63145,22411,4.39,"Tirumala Sri TT Adhyayanotsavam Begins, Masa Shivratri",79,Broken clouds,['\nTirumala Rs.300 Special Entry Darshan Tickets for the dates January 2 -11 Will be available for booking on 24th Dec @ 9 AM.\n\n ']
356,23/12/2022,1671733800.0,62055,23044,3.99,Amavasya,79,Partly cloudy,"['\nTTD Jobs Update', '\nADHYAYANOTSAVAMS COMMENCES IN TIRUMALA TEMPLE \n( ???????? ?????? ?????????????? ???????? )\n\nThe annual Adhyayanotsavams commenced at Ranganayakula Mandapam on Thursday evening in Tirumala temple.', '\nIskcon,tirupati  Hare krishna\n\nCredits: hello_reels.in ', '\n??????: 31 ???????????????? ????????? ???????, ?????? ???? ???????? ???????? ??????????????  24 ???? ????, ????? ?????????? ????????????? 63,145 ???? ???????, ???????? ?????????? 22,411 ???? ???????.. ????? ????? ??.4.39 ??????']"
357,24/12/2022,1671820200.0,71528,32008,3.81,normal,79,Partly cloudy,[]
358,25/12/2022,1671906600.0,70373,32954,5.05,normal,77,Light intensity drizzle,[]
359,26/12/2022,1671993000.0,62152,30682,4.05,Sravanam,79,Light intensity shower rain,[]
360,27/12/2022,1672079400.0,70496,25500,5.88,normal,79,Moderate rain,[]
361,28/12/2022,1672165800.0,71299,28288,3.26,normal,82,Few clouds,"['\nAngapradakshinam  Tickets  January - 2023    update', '\n?????? ?????? ????? ?????????', '\n?????? ???????? ????? ?????????.. ?????? ????? ???????\u200c?? ???? ????????\u200c???????? ???????? ??????.. ????????? ?????? ????? ????????? ?????????? ??????.. ???? ?????????????? ?????? ?????????? ???????????? ???????? ????????????????? ???????']"
362,29/12/2022,1672252200.0,67156,24752,4.92,normal,82,Clear sky,['\nTTD Local Temples Seva  Tickets update January 2023']
363,30/12/2022,1672338600.0,63253,24490,5.16,normal,82,Few clouds,[]
364,31/12/2022,1672425000.0,71069,34741,4.98,normal,82,Clear sky,"['\nGuidelines to Devotees visiting for VAIKUNTA DWARA DARSHAN at Srivari Temple - TIRUMALA', '\n???????? ?????? ????? ?????????? ?????  ??????? - ? ??????? ???????? ?????? || Vaikunta Ekadasi | TTD', '\n?????? ???????? ?????? 6 ???????? ?????????????? ??????? ?? ?????? ????????\n\n?????? ????????? ????????? ??????? ?????? ??????', '\n??????:26 ???????????????? ????????? ???????... ?????????????? 18 ???? ????... ????? ?????????? ?????????????63,253 ???? ???????….???????? ?????????? 24,490 ???? ???????…????? ????? ??.5.16 ??????']"
