,Date,Piligrims,Tonsures,Hundi,Temperature,Condition,ttd online darshan tickets,Tirupati,Tirumala,VIP darshan,How to reach Tirupati,ttd sarva darshan tickets,ttd free darshan online booking availability,apsrtc tirumala darshan tickets,apsrtc ttd 300 tickets,ksrtc tirupati package,srinivasam complex,tirumala darshan tickets,tirumala darshan,tirupati balaji.ap.gov.in,tirupati darshan 500 rupees ticket,ttd free darshan online booking availability.1,Week_day,Review,Timestamp,Day,Speciality,Festivals,Tidi,Seva_Begins,Sevas,Public_Day,Normal
268,2022-9-26,51308,18812,2.03,90,2229,40,68,64,22,0,0,0,0,0,0,19,22,25,40,0,0,0,0,1664130600.0,Monday,"Tiruchanoor Sri PAT Navaratri Begins, Sarannavaratra Begins",0,0,1,0,0,0
269,2022-9-27,64823,22890,3.03,77,1291,20,61,44,23,0,0,19,0,0,1,0,17,27,0,0,19,0,0,1664217000.0,Tuesday,Tirumala Sri TT Brahmotsavam Begins,0,0,1,0,0,0
270,2022-9-28,61879,24634,1.82,83,432,0,57,40,0,0,33,0,0,0,1,0,45,19,37,27,0,0,0,1664303400.0,Wednesday,normal,0,0,0,0,0,1
271,2022-9-29,60946,28638,2.48,80,432,16,64,48,25,25,0,0,0,0,1,50,39,26,30,40,0,0,0,1664389800.0,Thursday,normal,0,0,0,0,0,1
272,2022-9-30,75382,31424,2.85,77,1291,18,66,49,12,0,29,29,0,0,0,13,17,18,0,0,29,0,0,1664476200.0,Friday,normal,0,0,0,0,0,1
273,2022-10-1,81318,38464,2.94,81,1521,0,70,58,14,77,0,30,0,0,0,0,30,26,0,0,30,1,0,1664562600.0,Saturday,normal,0,0,0,0,0,1
274,2022-10-2,70848,29957,2.98,86,1291,0,56,45,11,0,0,20,0,0,1,0,0,17,0,0,20,1,0,1664649000.0,Sunday,"Sri G.T Float Begins, Rohini",0,1,1,0,0,0
275,2022-10-3,82815,27147,3.05,90,1291,0,57,35,22,0,0,19,0,0,0,15,9,18,0,0,19,0,0,1664735400.0,Monday,Rohini,0,1,0,0,0,0
276,2022-10-4,68539,22177,2.9,91,1291,9,53,35,17,43,30,0,0,0,1,17,20,19,0,0,0,0,0,1664821800.0,Tuesday,"Srirama Navami, Vontimatta Sri Kodandaramaswamy Temple Brahmotsavam Begins",0,0,1,1,0,0
277,2022-10-5,63579,34524,1.95,88,962,0,53,40,37,38,29,0,0,0,0,0,24,16,11,0,0,0,0,1664908200.0,Wednesday,"Tirupati Gangajatara Begins, Tirumala Sri TT Padmavathi Srinivasulu Parinayam Begins",0,0,1,0,0,0
278,2022-10-6,72195,41071,2.17,86,962,0,66,46,28,0,0,23,0,0,1,23,0,20,0,0,23,0,0,1664994600.0,Thursday,"Tiruchanoor Sri PAT Float Begins, Ekadasi. Appalayagunta Sri Prasanna Venkateswara Swamy Brahmotsavam Begins",0,0,1,0,0,0
279,2022-10-7,70007,42866,4.25,84,1275,9,67,53,37,46,0,28,0,0,1,0,38,25,34,0,28,0,0,1665081000.0,Friday,"Tholi Ekadasi, Chaturmasyam Begins",0,1,1,0,0,0
280,2022-10-8,81034,47312,4.24,84,2229,8,76,61,33,0,0,0,0,0,0,0,36,38,15,39,0,1,0,1665167400.0,Saturday,Tirumala Sri Tr Pavitrotsavam Ends,0,0,0,1,0,0
281,2022-10-9,86188,41032,5.0,84,1275,9,63,55,49,0,0,0,0,0,0,0,38,43,23,0,0,1,0,1665253800.0,Sunday,"Purnima, Narayanavanam Sri KVS Pavitrotsavam",0,1,0,1,0,0
282,2022-10-10,83223,36658,4.73,84,1275,13,65,45,24,0,0,0,0,0,1,0,0,45,42,35,0,0,0,1665340200.0,Monday,normal,0,0,0,0,0,1
283,2022-10-11,77956,33672,3.88,84,1275,18,65,40,19,46,0,0,0,0,0,0,16,25,24,0,0,0,0,1665426600.0,Tuesday,Rohini,0,1,0,0,0,0
284,2022-10-12,79370,39199,4.25,86,1878,15,58,41,43,48,0,0,0,0,1,0,11,38,0,32,0,0,0,1665513000.0,Wednesday,normal,0,0,0,0,0,1
285,2022-10-13,72216,32338,5.65,86,1878,0,58,39,20,0,0,0,0,0,2,0,10,17,0,0,0,0,0,1665599400.0,Thursday,Krittika,0,1,0,0,0,0
286,2022-10-14,68675,32533,3.82,86,962,13,63,42,0,25,0,0,0,0,0,0,0,24,0,49,0,0,0,1665685800.0,Friday,Rohini,0,1,0,0,0,0
287,2022-10-15,81535,37357,4.08,84,1275,12,70,51,11,35,29,0,0,0,0,14,0,39,21,0,0,1,0,1665772200.0,Saturday,normal,0,0,0,0,0,1
288,2022-10-16,84794,35560,4.67,86,1998,27,58,45,31,28,43,0,16,16,0,16,28,22,15,88,0,1,0,1665858600.0,Sunday,normal,0,0,0,0,0,1
289,2022-10-17,70067,33092,4.61,86,2689,0,57,40,0,0,0,0,0,0,1,0,30,33,0,26,0,0,0,1665945000.0,Monday,Punarvasu,0,1,0,0,0,0
290,2022-10-18,73420,27621,4.28,86,1275,0,57,39,22,48,0,77,0,0,0,0,32,19,0,0,77,0,0,1666031400.0,Tuesday,Tulakaveri Snanam,0,1,0,0,0,0
291,2022-10-19,72243,32652,4.41,86,1275,24,58,40,21,0,22,0,0,0,0,13,21,23,22,0,0,0,0,1666117800.0,Wednesday,normal,0,0,0,0,0,1
292,2022-10-20,62725,30172,5.85,86,2689,22,64,43,23,0,0,0,0,0,0,12,0,18,11,29,0,0,0,1666204200.0,Thursday,Srinivasa Mangapuram Sri KVS Pavitrotsavam Begins,0,0,1,0,0,0
293,2022-10-21,62203,29100,3.91,84,962,0,68,56,10,0,0,0,0,0,0,0,16,32,30,0,0,0,0,1666290600.0,Friday,Ekadasi,0,1,0,0,0,0
294,2022-10-22,78299,34625,3.93,84,1291,23,67,53,15,0,0,0,27,27,0,0,9,27,31,0,0,1,0,1666377000.0,Saturday,normal,0,0,0,0,0,1
295,2022-10-23,80565,31608,6.31,84,862,10,54,38,46,0,0,0,0,0,1,0,24,24,23,30,0,1,0,1666463400.0,Sunday,"Masa Shivratri, Srinivasa Mangapuram Sn KVS Pavitrotsavam Ends",0,1,0,1,0,0
296,2022-10-24,69278,17660,4.15,84,862,0,38,29,19,30,0,0,0,0,0,0,0,15,20,0,0,0,0,1666549800.0,Monday,"Deepavali, Naraka Chaturdashi",1,1,0,0,0,0
297,2022-10-25,25549,9764,4.25,86,862,20,59,38,16,54,0,0,0,0,1,0,18,24,0,75,0,0,0,1666636200.0,Tuesday,"Amavasya, Surya Grahanam, Kedaragouri Vratham, Akasa Deepam Begins",0,1,1,0,0,0
298,2022-10-26,71689,28640,4.42,84,862,64,64,53,23,27,28,26,0,0,0,27,48,47,17,31,26,0,0,1666722600.0,Wednesday,normal,0,0,0,0,0,1
299,2022-10-27,67439,29450,4.6,84,972,12,62,43,69,0,0,41,22,22,0,16,16,20,14,0,41,0,1,1666809000.0,Thursday,"Bhaginihasta Bhojanam, Yama Chavithi",0,1,0,0,0,0
300,2022-10-28,63512,35549,3.72,77,2689,0,75,51,73,50,0,24,48,48,2,13,31,40,28,0,24,0,1,1666895400.0,Friday,normal,0,0,0,0,0,1
301,2022-10-29,84878,41016,3.86,82,962,19,77,56,32,0,0,0,0,0,100,28,19,31,37,0,0,1,1,1666981800.0,Saturday,"Nagula Chavithi, Tirumala Sri Tr Pedda Sesha Vahanam",1,0,0,1,0,0
302,2022-10-30,70848,29957,4.02,81,1291,15,63,53,27,0,0,45,0,0,0,0,0,27,0,44,45,1,0,1667068200.0,Sunday,normal,0,0,0,0,0,1
303,2022-10-31,70560,29751,4.18,82,740,0,64,46,0,69,0,73,0,0,1,45,35,31,0,50,73,0,0,1667154600.0,Monday,normal,0,0,0,0,0,1
304,2022-11-1,72176,25549,4.12,73,2339,14,67,48,0,28,0,0,0,0,0,0,16,48,19,24,0,0,1,1667241000.0,Tuesday,normal,0,0,0,0,0,1
305,2022-11-2,68995,29037,3.71,73,2339,0,62,43,16,0,0,31,44,44,0,0,12,34,11,0,31,0,0,1667327400.0,Wednesday,normal,0,0,0,0,0,1
306,2022-11-3,70263,28965,4.53,79,1878,15,67,45,39,50,0,0,0,0,0,39,24,34,23,33,0,0,0,1667413800.0,Thursday,normal,0,0,0,0,0,1
307,2022-11-4,63670,30475,3.79,82,962,0,64,42,28,0,0,0,0,0,3,0,18,30,11,0,0,0,0,1667500200.0,Friday,Tirupati Sri KRT Kalyanotsavam,0,0,0,1,0,0
308,2022-11-5,82604,37025,5.57,82,972,28,69,50,33,0,25,27,0,0,0,0,19,46,0,0,27,1,1,1667586600.0,Saturday,Kartari Begins,0,0,1,0,0,0
309,2022-11-6,84211,30906,4.2,82,862,14,65,50,13,25,0,0,16,16,0,20,9,24,0,0,0,1,-1,1667673000.0,Sunday,normal,0,0,0,0,0,1
310,2022-11-7,74094,21475,4.52,82,862,24,65,42,21,0,33,0,37,37,0,0,35,27,8,0,0,0,0,1667759400.0,Monday,Tirupati Sri Govindarajaswamy Jyestabhishekam Ends,0,0,0,1,0,0
311,2022-11-8,22423,9679,4.61,82,972,22,69,48,43,35,100,20,0,0,1,0,23,33,13,56,20,0,0,1667845800.0,Tuesday,"Sravana Purnima, Sravanam, Rakhi, Sri Vikhanasa Jayanthi, Karvetinagaram Sri VGS Float Ends",1,1,0,1,1,0
312,2022-11-9,66946,26990,4.73,82,972,0,56,49,31,0,0,38,0,0,2,0,41,40,0,0,38,0,0,1667932200.0,Wednesday,Mahalayam Begins,0,0,1,0,0,0
313,2022-11-10,61304,30133,3.46,82,1878,19,67,45,25,0,0,0,0,0,0,15,23,24,0,0,0,0,0,1668018600.0,Thursday,normal,0,0,0,0,0,1
314,2022-11-11,57104,32351,4.66,73,1998,66,98,85,17,0,0,46,0,0,0,0,60,87,71,0,46,0,1,1668105000.0,Friday,normal,0,0,0,0,0,1
315,2022-11-12,73323,41041,3.2,75,740,39,84,70,57,34,60,0,100,100,0,0,51,48,0,0,0,1,1,1668191400.0,Saturday,Punarvasu,0,1,0,0,0,0
316,2022-11-13,81130,29464,4.85,79,962,0,72,48,24,0,0,0,0,0,0,15,0,28,20,38,0,1,0,1668277800.0,Sunday,normal,0,0,0,0,0,1
317,2022-11-14,69814,29228,4.17,81,1275,25,71,44,25,0,0,23,0,0,0,0,0,25,26,0,23,0,1,1668364200.0,Monday,"Punarvasu, Children?s Day",0,1,0,0,1,0
318,2022-11-15,71461,26631,4.77,81,972,10,65,52,13,0,0,0,0,0,2,17,39,37,18,0,0,0,0,1668450600.0,Tuesday,normal,0,0,0,0,0,1
319,2022-11-16,74412,27626,4.27,81,862,30,71,78,52,95,52,0,0,0,1,15,52,51,69,0,0,0,1,1668537000.0,Wednesday,normal,0,0,0,0,0,1
320,2022-11-17,60861,28519,4.41,81,972,21,64,44,32,61,35,0,0,0,0,0,46,31,20,0,0,0,0,1668623400.0,Thursday,normal,0,0,0,0,0,1
321,2022-11-18,61731,30254,4.53,79,1291,0,70,48,31,0,0,48,27,27,1,0,13,24,13,0,48,0,0,1668709800.0,Friday,normal,0,0,0,0,0,1
322,2022-11-19,79471,36594,4.9,79,1291,33,73,58,56,37,0,0,0,0,1,22,66,39,13,92,0,1,1,1668796200.0,Saturday,Tiruchanoor Sri PAT Laksha Kumkumarchana,0,0,0,1,0,0
323,2022-11-20,80294,31554,4.48,75,1291,20,60,44,62,27,51,0,21,21,1,0,29,27,0,0,0,1,1,1668882600.0,Sunday,"Ekadasi, Tiruchanoor Sri PAT Brahmotsavam Begins",0,1,1,0,0,0
324,2022-11-21,70163,31489,5.22,70,740,0,63,41,51,0,0,0,0,0,33,0,18,38,17,0,0,0,0,1668969000.0,Monday,"Tirupati Sri KT Sornavarabhishekam, Dhanvantari Jayanthi",0,0,0,1,1,0
325,2022-11-22,69587,28645,4.35,73,1998,9,58,39,38,50,21,36,0,0,0,0,15,23,32,0,36,0,0,1669055400.0,Tuesday,Masasivaratri,0,1,0,0,0,0
326,2022-11-23,74354,23931,4.68,75,1275,10,61,44,0,0,0,25,0,0,1,0,21,24,26,0,25,0,0,1669141800.0,Wednesday,Amavasya,0,1,0,0,0,0
327,2022-11-24,66072,25239,4.23,82,1878,24,63,50,43,35,0,0,0,0,0,0,0,26,25,33,0,0,0,1669228200.0,Thursday,Tiruchanoor Sri PAT Gaja Vahanam,0,0,0,1,0,0
328,2022-11-25,60157,31445,4.0,81,1291,0,61,47,27,36,52,0,32,32,1,0,15,33,12,0,0,0,0,1669314600.0,Friday,Tiruchanoor Sri PAT Garuda Seva,0,0,0,1,0,0
329,2022-11-26,73831,34443,4.49,82,962,0,63,46,23,0,0,0,0,0,0,0,16,20,22,0,0,1,0,1669401000.0,Saturday,normal,0,0,0,0,0,1
330,2022-11-27,70848,29957,5.02,84,1324,13,60,44,30,0,57,0,0,0,1,0,0,26,0,0,0,1,1,1669487400.0,Sunday,"Sukramoudyam Ends, Tiruchanoor Sri PAT Rathotsavam",0,0,0,1,0,0
331,2022-11-28,67468,36082,4.16,84,862,14,62,40,17,0,0,54,0,0,1,0,25,31,90,0,54,0,1,1669573800.0,Monday,"Panchami Teertham, Tiruchanoor Sri PAT Brahmotsavam Ends",0,1,0,1,0,0
332,2022-11-29,69211,26764,5.11,82,1291,16,63,43,33,47,22,0,0,0,1,0,15,25,23,0,0,0,0,1669660200.0,Tuesday,"Sravanam, Subrahmanya Sashti, Tiruchanoor Sri PAT Pushpayagam",0,1,0,1,0,0
333,2022-11-30,69640,28649,4.65,81,972,0,53,41,35,0,0,36,0,0,1,14,24,34,22,0,36,0,0,1669746600.0,Wednesday,normal,0,0,0,0,0,1
334,2022-12-1,65568,25144,4.26,82,2689,11,57,45,32,0,35,21,0,0,0,37,61,32,0,0,21,0,1,1669833000.0,Thursday,normal,0,0,0,0,0,1
335,2022-12-2,64586,27501,3.9,84,1324,20,56,38,18,0,56,17,0,0,0,0,18,28,26,76,17,0,0,1669919400.0,Friday,Bhishma Ekadasi,0,1,0,0,0,0
336,2022-12-3,63931,34813,3.48,84,1324,14,70,52,36,0,0,35,0,0,2,0,26,29,0,0,35,1,0,1670005800.0,Saturday,normal,0,0,0,0,0,1
337,2022-12-4,80001,32967,4.07,82,1291,0,56,42,40,0,0,18,30,30,0,22,23,29,20,0,18,1,-1,1670092200.0,Sunday,"Ekadasi, Tirupati Sri KRT Pattabhishekam",0,1,0,1,0,0
338,2022-12-5,66020,29195,4.37,82,972,35,60,42,58,85,0,60,16,16,2,0,11,27,22,0,60,0,1,1670178600.0,Monday,"Ekadasi, Tirumala Sri TT Padmavathi Srinivasulu Parinayam Ends",0,1,0,1,0,0
339,2022-12-6,64162,23709,5.38,82,1291,26,59,40,0,0,24,34,17,17,0,0,18,30,10,0,34,0,0,1670265000.0,Tuesday,"Tirumala Sri TT Jyestabhishekam Begins, Tirupati Sri GT Rathotsavam",0,0,1,1,0,0
340,2022-12-7,51376,24878,4.6,79,1291,24,58,36,84,0,0,0,0,0,1,29,38,17,14,27,0,0,1,1670351400.0,Wednesday,Tirupati Sri Kapileswaraswamy Pavitrotsavam Ends,0,0,0,1,0,0
341,2022-12-8,54609,26718,3.39,75,1878,26,59,46,29,49,0,0,0,0,0,0,19,22,0,0,0,0,-1,1670437800.0,Thursday,Sri Hayagreeva Jayanthi,0,0,0,0,1,0
342,2022-12-9,57581,27021,3.12,66,1998,23,67,46,26,0,0,24,67,67,0,0,20,33,11,51,24,0,1,1670524200.0,Friday,normal,0,0,0,0,0,1
343,2022-12-10,69383,32391,3.75,73,2339,18,76,56,18,0,0,24,0,0,1,17,21,31,37,0,24,1,1,1670610600.0,Saturday,Atla Tadde,1,0,0,0,0,0
344,2022-12-11,72466,28123,4.29,79,1878,19,71,54,36,0,0,0,0,0,0,0,12,26,14,0,0,1,0,1670697000.0,Sunday,Tirupati Sri KT Laksha Bilvarchana,0,0,0,1,0,0
345,2022-12-12,65466,26174,3.27,75,1998,46,78,60,9,0,0,63,0,0,1,0,46,47,56,0,63,0,0,1670783400.0,Monday,normal,0,0,0,0,0,1
346,2022-12-13,63214,23147,5.5,81,1275,8,70,56,48,88,0,0,0,0,0,0,16,41,43,0,0,0,0,1670869800.0,Tuesday,normal,0,0,0,0,0,1
347,2022-12-14,59752,26000,3.65,81,972,15,62,44,8,0,50,0,0,0,1,0,33,23,54,0,0,0,0,1670956200.0,Wednesday,normal,0,0,0,0,0,1
348,2022-12-15,48928,23322,3.63,79,862,10,59,41,31,43,0,0,0,0,0,0,25,43,0,0,0,0,1,1671042600.0,Thursday,normal,0,0,0,0,0,1
349,2022-12-16,61731,30254,3.61,81,1324,37,71,47,43,0,0,22,0,0,1,26,58,39,29,0,22,0,0,1671129000.0,Friday,Dhanurmasam Begins 6-12 pm,0,0,1,0,0,0
350,2022-12-17,64107,30482,3.79,81,862,14,70,46,21,30,0,0,0,0,0,18,18,24,26,0,0,1,0,1671215400.0,Saturday,normal,0,0,0,0,0,1
351,2022-12-18,75611,29228,3.55,79,1878,9,62,43,34,0,0,40,0,0,0,0,23,35,54,46,40,1,0,1671301800.0,Sunday,normal,0,0,0,0,0,1
352,2022-12-19,63759,30102,3.4,77,862,33,65,40,52,27,0,0,0,0,1,32,18,39,28,0,0,0,0,1671388200.0,Monday,Ekadasi,0,1,0,0,0,0
353,2022-12-20,63366,24494,5.3,77,862,42,66,49,28,0,0,29,0,0,0,17,47,37,26,47,29,0,0,1671474600.0,Tuesday,normal,0,0,0,0,0,1
354,2022-12-21,68469,27025,4.14,79,1291,29,72,50,36,0,0,0,0,0,0,0,34,33,19,0,0,0,0,1671561000.0,Wednesday,normal,0,0,0,0,0,1
355,2022-12-22,63145,22411,4.39,79,1291,51,70,57,43,0,66,75,0,0,0,0,47,43,47,0,75,0,1,1671647400.0,Thursday,"Tirumala Sri TT Adhyayanotsavam Begins, Masa Shivratri",0,1,1,0,0,0
356,2022-12-23,62055,23044,3.99,79,1324,45,80,63,55,0,0,0,43,43,1,0,25,52,0,0,0,0,1,1671733800.0,Friday,Amavasya,0,1,0,0,0,0
357,2022-12-24,71528,32008,3.81,79,1324,100,100,100,100,0,0,100,0,0,1,0,100,100,100,0,100,1,0,1671820200.0,Saturday,normal,0,0,0,0,0,1
358,2022-12-25,70373,32954,5.05,77,2339,35,81,69,12,35,53,25,0,0,2,19,30,37,17,0,25,1,0,1671906600.0,Sunday,normal,0,0,0,0,0,1
359,2022-12-26,62152,30682,4.05,79,2689,35,80,61,39,32,0,32,14,14,0,27,20,34,29,0,32,0,0,1671993000.0,Monday,Sravanam,0,1,0,0,0,0
360,2022-12-27,70496,25500,5.88,79,1275,34,80,65,56,33,42,0,0,0,2,0,38,46,13,0,0,0,0,1672079400.0,Tuesday,normal,0,0,0,0,0,1
361,2022-12-28,71299,28288,3.26,82,972,37,74,59,52,37,0,0,0,0,0,17,39,40,24,0,0,0,1,1672165800.0,Wednesday,normal,0,0,0,0,0,1
362,2022-12-29,67156,24752,4.92,82,862,0,75,52,17,0,0,0,0,0,0,0,20,38,18,0,0,0,0,1672252200.0,Thursday,normal,0,0,0,0,0,1
363,2022-12-30,63253,24490,5.16,82,972,22,77,56,14,100,0,0,0,0,0,16,20,36,16,0,0,0,0,1672338600.0,Friday,normal,0,0,0,0,0,1
364,2022-12-31,71069,34741,4.98,82,862,45,55,23,24,36,54,22,2,4,5,32,35,53,33,32,14,1,0,1672425000.0,Saturday,normal,0,0,0,0,0,1
